timestamp_robot,time_elapsed_sec,event_label,current_event_type,bow_direction,current_string,remaining_duration_sec,TCP_pose_x,TCP_pose_y,TCP_pose_z,TCP_pose_rx,TCP_pose_ry,TCP_pose_rz,q_base,q_shoulder,q_elbow,q_wrist1,q_wrist2,q_wrist3,qd_base,qd_shoulder,qd_elbow,qd_wrist1,qd_wrist2,qd_wrist3
3902.842000,0.888000,END g_bow,None,0,,0.000000,0.275554,0.636483,0.093059,-1.825453,-1.979179,0.574229,-2.288195,-0.555562,1.444058,-2.033739,-1.175973,-2.450849,0.052890,0.212236,-0.536271,0.559322,-0.200170,-0.069115
3902.850000,0.896000,END g_bow,None,0,,0.000000,0.276019,0.637462,0.092889,-1.825226,-1.980772,0.576987,-2.287788,-0.553812,1.439638,-2.029252,-1.177555,-2.451401,0.053615,0.213822,-0.546743,0.568697,-0.202786,-0.071559
3902.858000,0.904000,END g_bow,None,0,,0.000000,0.276441,0.638465,0.092767,-1.824920,-1.982524,0.579781,-2.287310,-0.552136,1.435193,-2.024660,-1.179202,-2.451987,0.054491,0.216309,-0.558340,0.579966,-0.207444,-0.074025
3902.866000,0.912000,END g_bow,None,0,,0.000000,0.276889,0.639468,0.092603,-1.824684,-1.984219,0.582739,-2.286866,-0.550377,1.430686,-2.019975,-1.180894,-2.452551,0.054685,0.221009,-0.569346,0.590359,-0.209238,-0.074821
3902.874000,0.920000,END g_bow,None,0,,0.000000,0.277354,0.640478,0.092423,-1.824436,-1.985905,0.585766,-2.286435,-0.548563,1.426105,-2.015216,-1.182595,-2.453135,0.057510,0.226497,-0.579989,0.601287,-0.213935,-0.075953
3902.882000,0.928000,END g_bow,None,0,,0.000000,0.277798,0.641514,0.092247,-1.824135,-1.987681,0.588980,-2.285955,-0.546736,1.421439,-2.010264,-1.184364,-2.453751,0.057484,0.228793,-0.592546,0.615573,-0.219917,-0.076297
3902.890000,0.936000,END g_bow,None,0,,0.000000,0.278260,0.642548,0.092041,-1.823843,-1.989397,0.592378,-2.285499,-0.544853,1.416730,-2.005185,-1.186143,-2.454376,0.060816,0.236165,-0.599781,0.629504,-0.225733,-0.080887
3902.898000,0.944000,END g_bow,None,0,,0.000000,0.278716,0.643636,0.091876,-1.823475,-1.991345,0.595435,-2.284985,-0.542926,1.411806,-2.000207,-1.187973,-2.455029,0.060766,0.240502,-0.611258,0.637995,-0.226222,-0.080644
3902.906000,0.952000,END g_bow,None,0,,0.000000,0.279222,0.644725,0.091743,-1.823175,-1.993199,0.598562,-2.284528,-0.541024,1.406813,-1.995075,-1.189806,-2.455663,0.061494,0.245670,-0.622327,0.650945,-0.233478,-0.081549
3902.914000,0.960000,END g_bow,None,0,,0.000000,0.279688,0.645849,0.091617,-1.822795,-1.995089,0.601823,-2.283995,-0.539105,1.401749,-1.989808,-1.191627,-2.456296,0.062027,0.250668,-0.636119,0.663475,-0.237893,-0.082224
3902.922000,0.968000,END g_bow,None,0,,0.000000,0.280209,0.646953,0.091459,-1.822453,-1.997068,0.605124,-2.283542,-0.537112,1.396599,-1.984492,-1.193586,-2.457004,0.063443,0.251290,-0.649225,0.676248,-0.241211,-0.083704
3902.930000,0.976000,END g_bow,None,0,,0.000000,0.280687,0.648075,0.091275,-1.822107,-1.998935,0.608836,-2.283030,-0.535101,1.391460,-1.978927,-1.195523,-2.457655,0.065352,0.256484,-0.656614,0.689390,-0.244392,-0.084091
3902.938000,0.984000,END g_bow,None,0,,0.000000,0.281148,0.649216,0.091032,-1.821699,-2.000887,0.612558,-2.282480,-0.532951,1.386223,-1.973404,-1.197487,-2.458332,0.067585,0.262830,-0.667394,0.697899,-0.248449,-0.086438
